caseID,activity_chain,next_activity
1-587101946,"['Accepted - Wait - Implementation', 'Accepted - Wait - User', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-587101946,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-587101946,['Completed - Closed'],end
1-593737913,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Wait
1-593737913,"['Accepted - Wait', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-593737913,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-593737913,"['Completed - Resolved', 'Completed - Closed']",end
1-594260021,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-594260021,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-594260021,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - Implementation
1-594260021,"['Accepted - Wait - Implementation', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-594260021,['Completed - Closed'],end
1-597436480,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-597436480,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-597436480,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - Wait']",Accepted - In Progress
1-597436480,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Accepted - Wait - Vendor
1-597436480,"['Accepted - Wait - Vendor', 'Completed - Resolved', 'Completed - Closed']",end
1-601328051,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-601328051,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Assigned
1-601328051,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-601328051,['Completed - Closed'],end
1-603556351,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-603556351,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-603556351,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Completed - Resolved
1-603556351,"['Completed - Resolved', 'Completed - Closed']",end
1-603749197,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-603749197,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-603749197,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-603749197,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait
1-603749197,"['Accepted - Wait', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-603749197,"['Completed - Resolved', 'Completed - Closed']",end
1-604144478,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-604144478,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-604144478,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-604144478,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-604144478,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-605313141,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-605313141,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-605956457,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-605956457,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-605956457,"['Accepted - Wait - User', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-605956457,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait
1-605956457,"['Accepted - Wait', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-605956457,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-605956457,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-605956457,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-605956457,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-606902814,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-606902814,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Completed - Closed
1-606902814,['Completed - Closed'],end
1-609835209,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-609835209,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-609835209,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-609835209,"['Accepted - In Progress', 'Accepted - Wait - Implementation', 'Accepted - In Progress']",Completed - Resolved
1-609835209,"['Completed - Resolved', 'Completed - Closed']",end
1-611261188,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-611261188,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-611261188,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - In Progress']",Accepted - Wait - User
1-611261188,"['Accepted - Wait - User', 'Accepted - Wait - User', 'Accepted - In Progress']",Accepted - Wait - User
1-611261188,"['Accepted - Wait - User', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-611261188,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-611261188,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-611261188,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-611261188,"['Completed - Resolved', 'Completed - Closed']",end
1-613379581,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-613379581,"['Accepted - Wait - User', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-613379581,['Completed - Closed'],end
1-614948909,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-614948909,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-614948909,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-614948909,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-614948909,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-614948909,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-614948909,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-614948909,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-617858557,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-617858557,"['Accepted - In Progress', 'Accepted - Wait', 'Completed - Resolved']",Accepted - Assigned
1-617858557,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-617858557,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-617858557,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-617858557,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Assigned
1-617858557,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - Assigned
1-617858557,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-617858557,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - Assigned']",Accepted - In Progress
1-617858557,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-617858557,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-617858557,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-617858557,"['Accepted - Assigned', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-617858557,['Completed - Closed'],end
1-618854217,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-618854217,"['Accepted - In Progress', 'Accepted - Wait', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-618854217,"['Accepted - In Progress', 'Accepted - Wait - User', 'Completed - Resolved']",Queued - Awaiting Assignment
1-618854217,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-618854217,"['Accepted - In Progress', 'Accepted - Assigned', 'Accepted - In Progress']",Accepted - Wait - User
1-618854217,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-619069761,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-619069761,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-619069761,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-619069761,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Assigned']",Accepted - In Progress
1-619069761,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-619069761,"['Accepted - Wait - User', 'Queued - Awaiting Assignment', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-619069761,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Completed - Resolved
1-619069761,"['Completed - Resolved', 'Completed - Closed']",end
1-620611187,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-620611187,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-620611187,"['Accepted - Wait - User', 'Completed - Resolved', 'Completed - Closed']",end
1-620858291,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-620858291,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-620858291,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-620858291,"['Accepted - In Progress', 'Accepted - Wait', 'Accepted - In Progress']",Completed - Resolved
1-620858291,"['Completed - Resolved', 'Completed - Closed']",end
1-621825480,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-621825480,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-621825480,"['Accepted - Wait - User', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-621825480,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-621825480,"['Accepted - Wait - User', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-621825480,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-621825480,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-621825480,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
1-623778166,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-623778166,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-623778166,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Completed - Resolved']",Completed - Closed
1-623778166,['Completed - Closed'],end
1-626766981,"['Queued - Awaiting Assignment', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Wait - User
1-626766981,"['Accepted - Wait - User', 'Accepted - In Progress', 'Accepted - Wait - User']",Accepted - In Progress
1-626766981,"['Accepted - In Progress', 'Accepted - Wait - User', 'Accepted - In Progress']",Completed - Resolved
1-626766981,"['Completed - Resolved', 'Completed - Closed']",end
1-627819166,"['Accepted - In Progress', 'Accepted - In Progress', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-627819166,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-627819166,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait - User']",Queued - Awaiting Assignment
1-627819166,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Accepted - Wait - User', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Accepted - Assigned
1-627819166,"['Accepted - Assigned', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Accepted - In Progress', 'Queued - Awaiting Assignment']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Queued - Awaiting Assignment', 'Accepted - In Progress']",Queued - Awaiting Assignment
1-627819166,"['Queued - Awaiting Assignment', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Assigned
1-627819166,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - Assigned
1-627819166,"['Accepted - Assigned', 'Accepted - In Progress', 'Accepted - Wait']",Accepted - In Progress
1-627819166,"['Accepted - In Progress', 'Completed - Resolved', 'Completed - Closed']",end
