caseID,activity_chain,next_activity,global_timestamps,local_timestamps
173955,"[4, 4, 4]",4,"[0.2864633273051668, 0.2866089742811715, 0.29614885120947676]","[0.03038309114927345, 0.0011322891111530478, 0.07407057935459521]"
173955,"[4, 4, 4]",4,"[0.40230122222087367, 0.41837093857338786, 0.418407350317389]","[0.8253444046046424, 0.12483487450462351, 0.00028307227778826195]"
173955,"[4, 4, 4]",4,"[0.4218179170054982, 0.5066694177762134, 0.5118277481763784]","[0.026514436686167202, 0.6596527646725797, 0.040007548594074356]"
173955,"[4, 4, 4]",4,"[0.5135997863844352, 0.5409814178733114, 0.6111347113155563]","[0.013870541611624834, 0.21287035289677297, 0.5452915644461219]"
173955,"[4, 4, 4]",4,"[0.654780255124953, 0.665278974645289, 0.6812273185177993]","[0.33930930364219664, 0.08161917342894885, 0.12398565767125873]"
173955,"[4, 4, 4]",4,"[0.7728635409207316, 0.7905717857532983, 0.8218737483463]","[0.7123985657671259, 0.1375731270050953, 0.24334780147197585]"
173955,"[4, 4, 4]",4,"[0.8567926108434174, 0.8920391790365453, 0.8945758638686264]","[0.2714663143989432, 0.27401396489903757, 0.019720702019248915]"
173955,"[4, 4, 4]",4,"[0.8987268026847592, 0.909407580925101, 0.9097595611171123]","[0.03227023966786186, 0.08303453481789017, 0.0027363653519531985]"
173955,"[4, 4, 4]",end,"[0.9144566760932626, 0.9979123933439332, 1.0]","[0.03661068126061521, 0.6488016606906963, 0.01622947725986035]"
173958,"[3, 3, 3]",3,"[0.0, 0.011328622726746207, 0.034240704274296305]","[0.0, 0.03350003425361375, 0.06768514078235253]"
173958,"[3, 3, 3]",3,"[0.23169234333371944, 0.5698830070659099, 0.8009498436233059]","[0.5839556073165719, 1.0, 0.6832910872097007]"
173958,"[3, 3, 3]",end,"[0.9821383064983203, 0.9824394764276613, 1.0]","[0.5357265191477701, 0.0008905939576625334, 0.05199698568198945]"
173961,[1],end,[0],[0]
173964,"[1, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
173979,"[3, 3, 5]",6,"[0.0, 0.002991197333561234, 0.8598410392274165]","[0.0, 0.0034909235986435266, 1.0]"
173979,[6],end,[1.0],[0.16357470576501096]
173982,"[3, 3, 5]",end,"[0.0, 0.0003855421686746988, 1.0]","[0.0, 0.0003857280617164899, 1.0]"
173985,"[1, 3, 5]",6,"[0.0, 0.000554016620498615, 0.7109418282548476]","[0.0, 0.0007798791187365958, 1.0]"
173985,"[6, 6]",end,"[0.9301939058171745, 1.0]","[0.3086371612400078, 0.09826476896081107]"
173988,"[1, 3, 3]",5,"[0.0, 0.00047723584995704876, 0.0037224396296649804]","[0.0, 0.00047901896915117836, 0.003257328990228013]"
173988,[5],end,[1.0],[1.0]
173997,"[3, 3, 3]",3,"[0.0, 0.051833676554353066, 0.0580116549095211]","[0.0, 0.11362981461915282, 0.013447315339544713]"
173997,"[3, 5, 5]",5,"[0.05945756473732638, 0.5156202076852298, 0.6258598781930509]","[0.0031697243300355393, 1.0, 0.24166746710210354]"
173997,[5],end,[1.0],[0.8201901834598021]
174000,"[1, 3, 5]",5,"[0.0, 8.966197435667533e-05, 0.00013449296153501301]","[0.0, 0.0002888086642599278, 0.0001444043321299639]"
174000,"[5, 5, 5]",5,"[0.23388326010938762, 0.27196718371738543, 0.3251367345108939]","[0.7529241877256317, 0.12267148014440434, 0.1712635379061372]"
174000,"[5, 5, 5]",5,"[0.3899623419707702, 0.486326548910607, 0.5258226486147225]","[0.2088086642599278, 0.3103971119133574, 0.12722021660649818]"
174000,"[5, 5, 5]",5,"[0.5820182910427688, 0.621604052721241, 0.6829104276876177]","[0.18101083032490975, 0.1275812274368231, 0.19747292418772563]"
174000,"[5, 5]",end,"[0.6895678292836008, 1.0]","[0.02144404332129964, 1.0]"
174006,[1],end,[0],[0]
174009,"[3, 3, 3]",3,"[0.0, 0.0006287989939216097, 0.004611192622091804]","[0.0, 0.0015469233413544173, 0.00979718116191131]"
174009,"[3, 3, 5]",5,"[0.017676238384685253, 0.018794103262768112, 0.242576678543981]","[0.03231350979718116, 0.002750085940185631, 0.5503609487796494]"
174009,"[5, 5, 6]",end,"[0.3076923076923077, 0.7142457905400684, 1.0]","[0.160192506015813, 1.0, 0.7029907184599519]"
174012,"[3, 3, 5]",5,"[0.0, 0.0007796734544120345, 0.0008713997431663915]","[0.0, 0.0016564357400370262, 0.0001948747929455325]"
174012,"[5, 5, 5]",5,"[0.0010548523206751054, 0.47174830306365806, 0.599706475875986]","[0.00029231218941829873, 1.0, 0.2718503361590178]"
174012,"[5, 5, 5]",5,"[0.6757934323977252, 0.6773527793065492, 0.6774903687396808]","[0.1616486407483192, 0.003215434083601286, 0.000389749585891065]"
174012,"[5, 5, 5]",end,"[0.7947624289121262, 0.9928912126215373, 1.0]","[0.2491474227808633, 0.42092955276235017, 0.015102796453278769]"
174015,[1],end,[0],[0]
174018,"[3, 5, 5]",5,"[0.0, 0.00020010005002501252, 0.0002501250625312656]","[0.0, 0.0003896736483195324, 9.74184120798831e-05]"
174018,"[5, 5]",end,"[0.5137568784392196, 1.0]","[1.0, 0.9469069654164637]"
174021,[1],end,[0],[0]
174024,"[1, 3, 3]",3,"[0.0, 0.02, 0.9]","[0.0, 0.022727272727272728, 1.0]"
174024,[3],end,[1.0],[0.10606060606060606]
174027,[1],end,[0],[0]
174030,"[3, 3, 3]",3,"[0.0, 0.003840179496030376, 0.0038617535381429064]","[0.0, 0.01636029411764706, 9.191176470588235e-05]"
174030,"[3, 3, 3]",3,"[0.0039049016223679667, 0.0042716603382809805, 0.024874870555747323]","[0.0001838235294117647, 0.0014705882352941176, 0.08786764705882352]"
174030,"[3, 3, 3]",3,"[0.029987918536416983, 0.03758198136002761, 0.03935105281325509]","[0.021691176470588235, 0.03235294117647059, 0.007536764705882353]"
174030,"[3, 3, 3]",3,"[0.03948049706593027, 0.05576889886089058, 0.05794787711425613]","[0.0005514705882352941, 0.0693014705882353, 0.009375]"
174030,"[3, 3, 3]",3,"[0.05812046945115637, 0.0634276838108388, 0.0680013807386952]","[0.0007352941176470588, 0.02261029411764706, 0.01948529411764706]"
174030,"[3, 3, 3]",5,"[0.06955471177079738, 0.08916551605108733, 0.10094494304452882]","[0.006617647058823529, 0.08354779411764705, 0.050091911764705885]"
174030,"[5, 5, 5]",5,"[0.33564894718674493, 0.3761865723161892, 0.46341042457714876]","[1.0, 0.17270220588235294, 0.37159926470588234]"
174030,"[5, 5, 5]",5,"[0.46405764584052467, 0.6813513979979289, 0.8780850880220918]","[0.002849264705882353, 0.9257352941176471, 0.8381433823529412]"
174030,"[5, 5]",end,"[0.9386218501898516, 1.0]","[0.2578125, 0.2614889705882353]"
174036,"[3, 3, 3]",3,"[0.0, 0.0014580687644043084, 0.0015521377169465218]","[0.0, 0.0030578023278753207, 0.00019727756954034326]"
174036,"[3, 5, 5]",6,"[0.00272799962372419, 0.47956352006020414, 0.6626217017073515]","[0.002465969619254291, 1.0, 0.383902150325508]"
174036,"[6, 6, 4]",4,"[0.9306241475001176, 0.9325055265509619, 0.9331640092187573]","[0.5619451568356678, 0.0039455513908068654, 0.0013809429867824028]"
174036,"[4, 4, 4]",4,"[0.9336343539814684, 0.9358920088424816, 0.9394195945628145]","[0.0009863878477017164, 0.004734661668968239, 0.007397908857762872]"
174036,"[4, 4, 4]",4,"[0.945345938572974, 0.9456281454306006, 0.9458633178119562]","[0.012329848096271454, 0.0005918327086210298, 0.0005918327086210298]"
174036,"[4, 4, 4]",4,"[0.9461925591458539, 0.9502845585814402, 0.9984948967593246]","[0.0005918327086210298, 0.008680213059775104, 0.10100611560465575]"
174036,[4],end,[1.0],[0.003255079897415664]
174039,"[3, 3, 3]",3,"[0.0, 0.034254562416185644, 0.04078479388956912]","[0.0, 0.11235417861923885, 0.0214190093708166]"
174039,"[3, 3, 3]",3,"[0.045099411113054634, 0.04903504168853128, 0.09034458632149729]","[0.014151845477146681, 0.012908777969018933, 0.13549435838592466]"
174039,"[3, 3, 3]",3,"[0.11815637572153227, 0.11824383417876509, 0.13728062503644103]","[0.09122203098106713, 0.00028686173264486515, 0.06244023713903232]"
174039,"[3, 3, 3]",3,"[0.17520844265640487, 0.20371989971430238, 0.21033758964491867]","[0.1244023713903232, 0.09351692484222604, 0.021705871103461463]"
174039,"[3, 5, 5]",5,"[0.290128855460323, 0.5950090373739141, 0.6654130954463296]","[0.2618091413272136, 1.0, 0.23092369477911648]"
174039,"[5, 6]",end,"[0.7473033642353215, 1.0]","[0.2685025817555938, 0.8288391661885638]"
174042,"[3, 5, 5]",5,"[0.0, 0.0009341032608695652, 0.12474524456521739]","[0.0, 0.0019173784207774098, 0.2541397943175876]"
174042,"[5, 6, 4]",4,"[0.35385529891304346, 0.8411175271739131, 0.8420516304347826]","[0.4704549416071117, 1.0, 0.0019173784207774098]"
174042,"[4, 6, 6]",6,"[0.8570822010869565, 0.8606487771739131, 0.9931216032608695]","[0.03085236186160014, 0.007320899424786474, 0.27191912149206904]"
174042,"[6, 6, 6]",end,"[0.9934612771739131, 0.9936311141304348, 1.0]","[0.0005229213874847481, 0.0003486142583231654, 0.013073034687118703]"
174045,"[3, 5, 6]",6,"[0.0, 0.00023287224628568766, 0.00023287224628568766]","[0.0, 0.0008152616990053808, 0.0]"
174045,"[6, 4, 4]",4,"[0.0018164035210283638, 0.007824507475199105, 0.19309766662009223]","[0.005543779553236589, 0.021033751834338824, 0.648622207728681]"
174045,"[4, 4, 4]",4,"[0.27641935634111126, 0.3320292487541335, 0.4627171533696614]","[0.29153758356432413, 0.19468449372248492, 0.4576879178216207]"
174045,"[4, 4, 4]",4,"[0.5334637417912533, 0.5493922034371943, 0.5520469470448512]","[0.24767650415783465, 0.05576390021196804, 0.00929398336866134]"
174045,"[4, 4, 4]",6,"[0.6112896464999301, 0.6626146895812957, 0.9482557868753202]","[0.20740257622696887, 0.179846730800587, 1.0]"
174045,[6],end,[1.0],[0.1811511495189956]
174048,[3],end,[0],[0]
174051,"[1, 1]",end,"[0.0, 1.0]","[0.0, 1.0]"
174060,"[3, 5, 5]",5,"[0.0, 1.9604767879548305e-05, 0.00020585006273525722]","[0.0, 0.0001160160102094089, 0.00104414409188468]"
174060,"[5, 5, 5]",5,"[0.00023525721455457967, 0.00040189774153074026, 0.10069989021329988]","[0.0002320320204188178, 0.0009861360867799757, 0.5935379082313359]"
174060,"[5, 5, 5]",5,"[0.12804854140526975, 0.29702203575909664, 0.3094906681304893]","[0.16178432623702071, 1.0, 0.07378618249318405]"
174060,"[5, 5, 5]",5,"[0.3115981806775408, 0.34211300188205773, 0.3421522114178168]","[0.012471721097511457, 0.18057891989094496, 0.0002320320204188178]"
174060,"[5, 5, 5]",5,"[0.3424266781681305, 0.44092103199498117, 0.46580928481806777]","[0.0016242241429317247, 0.5828644352920703, 0.1473403329659493]"
174060,"[5, 5, 5]",5,"[0.4946675031367629, 0.49475572459222084, 0.5084398525721455]","[0.1707175590231452, 0.00052207204594234, 0.0809211671210627]"
174060,"[5, 5, 5]",5,"[0.5387880332496863, 0.5957202791718946, 0.6345671267252195]","[0.17965079180926968, 0.3369104936481234, 0.22988572422994374]"
174060,"[5, 5, 5]",5,"[0.6361747176913425, 0.662847004391468, 0.7637625470514429]","[0.00951331283717153, 0.1578397818899008, 0.5971924125529323]"
174060,"[5, 5, 6]",6,"[0.807422365119197, 0.8191264115432874, 0.8898800188205772]","[0.2583676547363536, 0.0692615580950171, 0.4187017808457567]"
174060,"[6, 6, 6]",4,"[0.8900956712672522, 0.9006626411543287, 0.9025054893350063]","[0.0012761761123034978, 0.06253262950287139, 0.010905504959684436]"
174060,"[4, 4, 4]",6,"[0.9030054109159348, 0.9032994824341279, 0.9427540777917189]","[0.0029584082603399267, 0.0017402401531411336, 0.23348222054643542]"
174060,"[6, 6, 6]",6,"[0.9430383469259724, 0.9436166875784191, 0.9439009567126725]","[0.0016822321480364291, 0.0033644642960728582, 0.0017402401531411336]"
174060,"[6, 6, 6]",6,"[0.946224121706399, 0.9899917659974906, 0.9979513017565872]","[0.01368988920471025, 0.2590057427925054, 0.047102500145020015]"
174060,"[6, 6, 6]",end,"[0.9990197616060226, 0.9991079830614805, 1.0]","[0.006322872556412785, 0.00052207204594234, 0.005278728464528105]"
174069,"[1, 3, 3]",5,"[0.0, 0.009052256206281717, 0.016184336853655192]","[0.0, 0.013441955193482688, 0.010590631364562118]"
174069,"[5, 5, 6]",4,"[0.01645864764778494, 0.6898916472363188, 0.9775065148813605]","[0.0004073319755600815, 1.0, 0.4271894093686354]"
174069,"[4, 4, 4]",4,"[0.9782608695652174, 0.9783294472637498, 0.9787409134549444]","[0.001120162932790224, 0.0, 0.0006109979633401223]"
174069,"[4, 4, 4]",4,"[0.9788094911534769, 0.9788094911534769, 0.9838842408448772]","[0.00010183299389002037, 0.0, 0.007535641547861507]"
174069,"[4, 4, 4]",4,"[0.9839528185434097, 0.9840213962419421, 0.9840213962419421]","[0.00020366598778004074, 0.00010183299389002037, 0.0]"
174069,"[4, 4, 4]",6,"[0.9855301056096557, 0.9869016595803045, 0.9871759703744343]","[0.002138492871690428, 0.002138492871690428, 0.0004073319755600815]"
174069,[6],end,[1.0],[0.01904276985743381]
174072,[1],end,[0],[0]
174075,[1],end,[0],[0]
174078,"[3, 3, 3]",5,"[0.0, 0.0012709585960795815, 0.002737449283863714]","[0.0, 0.002543284750073364, 0.0029345593270077275]"
174078,"[5, 5, 5]",6,"[0.0028352153297159896, 0.5025663587036222, 0.6864154079288263]","[0.00019563728846718183, 1.0, 0.36779810231830184]"
174078,[6],end,[1.0],[0.6275066027584858]
174084,"[3, 3, 3]",5,"[0.0, 0.024630541871921183, 0.025451559934318555]","[0.0, 0.03054989816700611, 0.0010183299389002036]"
174084,"[5, 6, 4]",4,"[0.027914614121510674, 0.028735632183908046, 0.030377668308702793]","[0.003054989816700611, 0.0010183299389002036, 0.002036659877800407]"
174084,"[4, 4, 4]",4,"[0.05582922824302135, 0.09852216748768473, 0.9047619047619048]","[0.031568228105906315, 0.05295315682281059, 1.0]"
174084,"[4, 4, 4]",end,"[0.9753694581280788, 0.993431855500821, 1.0]","[0.08655804480651731, 0.02240325865580448, 0.008146639511201629]"
174087,"[3, 5, 5]",5,"[0.0, 0.00026325026325026325, 0.26877851877851877]","[0.0, 0.00036487472634395525, 0.37217222087083435]"
174087,"[5, 6]",end,"[0.9902597402597403, 1.0]","[1.0, 0.013378739965945026]"
174090,"[3, 3, 3]",3,"[0.0, 0.024845421311549397, 0.029832558559371756]","[0.0, 0.029443226186019147, 0.00591003904369685]"
174090,"[3, 3, 3]",3,"[0.03547411653202148, 0.06801462291826511, 0.08952024191000586]","[0.0066855645290688345, 0.038562336203669036, 0.025512114242926674]"
174090,"[3, 3, 3]",3,"[0.10436882249401995, 0.10454935234914474, 0.1339305862707045]","[0.017569663582392897, 0.00024068032304647806, 0.03479167780927422]"
174090,"[3, 3]",end,"[0.15613575845105385, 1.0]","[0.026314381986414934, 1.0]"
174093,"[3, 5, 5]",5,"[0.0, 4.514876518127229e-05, 0.23111652896293286]","[0.0, 0.00017274140611504577, 0.8840905164968043]"
174093,"[5, 5, 5]",5,"[0.2929477628786853, 0.3119102442548196, 0.32818637410266827]","[0.2365693556745552, 0.07263776127137675, 0.062273276904474005]"
174093,"[5, 5, 5]",5,"[0.5265248995439975, 0.5579710144927537, 0.819337216127139]","[0.7588529970633962, 0.12031438935912939, 1.0]"
174093,"[5, 5, 5]",end,"[0.9162264662061492, 0.9809246467109125, 1.0]","[0.37070305752288824, 0.24745206425980307, 0.07298324408360685]"
174096,"[3, 3, 5]",5,"[0.0, 0.0014057008980866848, 0.0016009371339320577]","[0.0, 0.003602161296778067, 0.0005003001801080648]"
174096,"[5, 5, 5]",6,"[0.04837953924248341, 0.048496680983990625, 0.438734869191722]","[0.11987192315389233, 0.0003001801080648389, 1.0]"
174096,"[6, 4, 4]",4,"[0.6169074580242093, 0.6274892620070285, 0.6291682936352987]","[0.45657394436661997, 0.027016209725835502, 0.004402641584950971]"
174096,"[4, 4, 4]",4,"[0.7901210464662242, 0.7901210464662242, 0.7914486528699727]","[0.41244746848108865, 0.00010006003602161297, 0.0034020412247348407]"
174096,"[4, 4, 6]",6,"[0.9436548223350254, 0.9983209683717298, 0.9998047637641546]","[0.39003402041224733, 0.14008405043025815, 0.0038022813688212928]"
174096,[6],end,[1.0],[0.00040024014408645187]
174099,"[3, 3, 3]",5,"[0.0, 0.03596903930793747, 0.04055243587797845]","[0.0, 0.10889542363536114, 0.01387612571218526]"
174099,"[5, 5, 5]",5,"[0.138473212930642, 0.13859462740931855, 0.13889816360601]","[0.2964528579305275, 0.0003675794890645102, 0.0009189487226612755]"
174099,"[5, 5, 5]",6,"[0.4692062528456518, 0.6898163606010017, 0.7313704659280619]","[1.0, 0.667891931630215, 0.1258040801323286]"
174099,[6],end,[1.0],[0.8132696195552288]
174102,"[3, 3]",end,"[0.0, 1.0]","[0.0, 1.0]"
174105,"[3, 5, 6]",end,"[0.0, 0.1111111111111111, 1.0]","[0.0, 0.125, 1.0]"
174111,"[1, 3, 3]",end,"[0.0, 0.7954545454545454, 1.0]","[0.0, 1.0, 0.2571428571428571]"
174114,[1],end,[0],[0]
174117,[1],end,[0],[0]
174120,"[1, 1, 3]",3,"[0.0, 0.12987012987012986, 0.18181818181818182]","[0.0, 0.30303030303030304, 0.12121212121212122]"
174120,"[3, 3, 3]",3,"[0.44155844155844154, 0.4675324675324675, 0.5324675324675324]","[0.6363636363636364, 0.030303030303030304, 0.15151515151515152]"
174120,"[3, 3]",end,"[0.5714285714285714, 1.0]","[0.12121212121212122, 1.0]"
174123,[1],end,[0],[0]
174126,[1],end,[0],[0]
174129,[1],end,[0],[0]
174132,"[3, 3, 3]",5,"[0.0, 0.0014111380530269905, 0.0020073935683905075]","[0.0, 0.007031791621273645, 0.002971179558284639]"
174132,"[5, 5, 5]",6,"[0.20268712485590493, 0.2037802599674047, 0.22228405612751917]","[1.0, 0.005447162523521838, 0.0922056056254333]"
174132,"[6, 4, 4]",4,"[0.28512938744683386, 0.28554676630758835, 0.28856779425209683]","[0.31306328612459144, 0.0020798256907992472, 0.01505397642864217]"
174132,"[4, 4, 4]",4,"[0.29101244186508723, 0.2911515681520054, 0.29125094407123264]","[0.01218183618896702, 0.0006932752302664158, 0.0004951965930474399]"
174132,"[4, 4, 4]",4,"[0.42129427197201574, 0.4291449695909687, 0.4318082442262591]","[0.6479152223432703, 0.03921957016935723, 0.013172229375061899]"
174132,"[4, 4, 4]",4,"[0.4331001311762134, 0.4341733911038677, 0.45124617402710976]","[0.006536595028226206, 0.005249083886302863, 0.08507477468555016]"
174132,"[4, 4, 4]",4,"[0.47785904519616806, 0.4848352347259212, 0.48976428031959296]","[0.13261364761810437, 0.03476280083193028, 0.02446271169654353]"
174132,"[4, 4, 4]",4,"[0.49061891322494733, 0.5073339428389713, 0.5122033628811067]","[0.004357730018817471, 0.08329206695057938, 0.024264633059324553]"
174132,"[4, 4, 4]",6,"[0.5182851691378145, 0.5193584290654688, 0.6503160154231427]","[0.030405070813112806, 0.00534812320491235, 0.6525700703179163]"
174132,"[6, 6, 4]",4,"[0.6526414119330604, 0.6559804428190961, 0.6589219700282227]","[0.011587600277310092, 0.016638605526393978, 0.014756858472813708]"
174132,"[4, 4, 6]",4,"[0.683726199467345, 0.7963787415033589, 0.7991215168740311]","[0.12360106962464099, 0.5613548578785778, 0.01366742596810934]"
174132,"[4, 4, 4]",4,"[0.805600826807648, 0.8057002027268753, 0.8787017529912152]","[0.032286817866693074, 0.0004951965930474399, 0.3637714172526493]"
174132,"[4, 4, 6]",6,"[0.9939181937432922, 0.9972770998131733, 0.9998012481615455]","[0.5741309299792018, 0.016737644845003466, 0.012577993463404971]"
174132,[6],end,[1.0],[0.0009903931860948797]
174135,[1],end,[0],[0]
174138,"[1, 3, 3]",3,"[0.0, 0.07766990291262135, 0.9980582524271845]","[0.0, 0.08438818565400844, 1.0]"
174138,[3],end,[1.0],[0.002109704641350211]
174141,"[3, 3, 5]",5,"[0.0, 0.00012623074981065388, 0.24779096187831356]","[0.0, 0.00027804810232170165, 0.5455303767551787]"
174141,"[5, 6]",end,"[0.7017167381974249, 1.0]","[1.0, 0.657027665786181]"
174144,"[3, 3, 3]",3,"[0.0, 0.05443510147309857, 0.06600493140292091]","[0.0, 0.08746444534741975, 0.018590004063388867]"
174144,"[3, 5, 6]",end,"[0.07220079661124107, 0.6945691344755642, 1.0]","[0.009955302722470541, 1.0, 0.4907557903291345]"
174147,"[3, 3, 3]",3,"[0.0, 0.019542053956019042, 0.024914985264112448]","[0.0, 0.028790915163660655, 0.007949231796927188]"
174147,"[3, 3, 3]",3,"[0.030627975515756065, 0.05255044207662662, 0.05785536159600998]","[0.008416833667334669, 0.032264529058116234, 0.00781563126252505]"
174147,"[3, 3, 3]",3,"[0.06456585808206756, 0.08551348900476083, 0.1001133529811834]","[0.009919839679358717, 0.030828323313293254, 0.021509686038744154]"
174147,"[3, 3, 3]",3,"[0.10045341192473362, 0.1299705282248923, 0.15236907730673316]","[0.000501002004008016, 0.04345357381429526, 0.03299933199732799]"
174147,"[3, 3, 3]",3,"[0.15785536159600996, 0.15803672636590343, 0.8367943776921333]","[0.00811623246492986, 0.0002672010688042752, 1.0]"
174147,[3],end,[1.0],[0.24044756179024715]
174150,"[1, 3, 3]",3,"[0.0, 0.001629881154499151, 0.021460101867572155]","[0.0, 0.0017262875227774049, 0.021003164860458425]"
174150,"[3, 3, 3]",3,"[0.02641765704584041, 0.02641765704584041, 0.026825127334465196]","[0.005250791215114606, 0.0, 0.0004315718806943512]"
174150,"[3, 3, 3]",3,"[0.02770797962648557, 0.029609507640067912, 0.0299490662139219]","[0.0009350724081710943, 0.0020140021099069724, 0.00035964323391195934]"
174150,"[3, 3, 3]",3,"[0.032190152801358236, 0.03370684776457272, 0.034159592529711374]","[0.0023736453438189314, 0.0016064064448067517, 0.00047952431188261245]"
